index,gender,Annual_income,income_type,Education,family_type,house_type,DAYS_BIRTH,working_day,FLAG_MOBIL,work_phone,phone,email,occyp_type,begin_month,car_reality,credit
24178,F,180000.0,Commercial associate,Higher education,Married,House / apartment,-11719,-2866,1,0,1,1,,-11.0,2,1.0
24179,F,225000.0,Commercial associate,Incomplete higher,Single / not married,House / apartment,-10229,-1209,1,0,0,0,Accountants,-9.0,0,2.0
24180,F,90000.0,Working,Secondary / secondary special,Married,House / apartment,-16280,-3694,1,0,0,1,Sales staff,-58.0,1,2.0
24181,F,270000.0,Commercial associate,Academic degree,Married,House / apartment,-12155,-979,1,0,0,0,Sales staff,-19.0,2,1.0
24182,F,405000.0,Working,Higher education,Married,House / apartment,-10726,-1921,1,1,1,0,,-35.0,0,2.0
24183,F,135000.0,Working,Secondary / secondary special,Married,House / apartment,-20323,-1727,1,0,0,0,Cleaning staff,0.0,1,0.0
24184,F,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19790,-653,1,1,1,0,Cooking staff,-39.0,0,2.0
24185,F,157500.0,Working,Secondary / secondary special,Married,House / apartment,-16951,-3017,1,1,1,0,,-6.0,1,2.0
24186,M,450000.0,Working,Higher education,Married,House / apartment,-19087,-4434,1,0,1,0,Managers,-22.0,2,1.0
24187,F,310500.0,State servant,Higher education,Single / not married,House / apartment,-13141,-1317,1,0,0,1,Accountants,-12.0,1,2.0
24188,F,99000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14798,-3251,1,1,1,0,Laborers,-53.0,1,2.0
24189,M,90000.0,Working,Secondary / secondary special,Married,With parents,-11176,-3079,1,1,0,0,,-47.0,2,2.0
24190,F,112500.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-23255,0,1,0,0,0,,-55.0,1,0.0
24191,F,135000.0,Commercial associate,Higher education,Married,House / apartment,-15481,-2874,1,0,0,0,Private service staff,-29.0,2,2.0
24192,F,62653.5,Working,Secondary / secondary special,Separated,House / apartment,-19658,-320,1,1,1,0,Sales staff,-28.0,1,0.0
24193,F,157500.0,Working,Secondary / secondary special,Married,House / apartment,-14133,-185,1,0,1,0,Sales staff,-33.0,1,0.0
24194,F,130500.0,Working,Secondary / secondary special,Married,House / apartment,-13520,-5488,1,0,0,0,Core staff,-16.0,1,2.0
24195,M,49500.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-22129,0,1,0,0,0,,-1.0,1,1.0
24196,F,270000.0,State servant,Secondary / secondary special,Separated,House / apartment,-19363,-12332,1,0,1,1,Medicine staff,-30.0,0,2.0
24197,F,360000.0,State servant,Higher education,Married,House / apartment,-14498,-6123,1,0,0,1,Core staff,-29.0,2,2.0
24198,F,67500.0,Working,Secondary / secondary special,Married,House / apartment,-19620,-2196,1,0,0,0,Core staff,-11.0,1,0.0
24199,F,175500.0,State servant,Secondary / secondary special,Married,House / apartment,-18676,-532,1,0,0,0,Core staff,-29.0,2,2.0
24200,F,112500.0,Working,Secondary / secondary special,Married,House / apartment,-18575,-4113,1,0,0,0,Accountants,-47.0,1,2.0
24201,M,157500.0,Working,Higher education,Married,House / apartment,-15602,-611,1,0,0,0,,-31.0,1,2.0
24202,F,135000.0,Working,Higher education,Married,House / apartment,-13833,-617,1,0,0,0,Accountants,-11.0,1,0.0
24203,M,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-11130,-3231,1,0,0,0,Drivers,-18.0,1,1.0
24204,M,225000.0,Working,Secondary / secondary special,Married,House / apartment,-19124,-5064,1,0,1,0,Laborers,-30.0,0,2.0
24205,F,270000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-15381,-470,1,0,0,0,Laborers,-17.0,0,2.0
24206,F,120150.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-22220,-930,1,0,0,0,Security staff,-42.0,1,2.0
24207,F,112500.0,Working,Secondary / secondary special,Married,House / apartment,-9885,-2072,1,0,0,1,Sales staff,-7.0,1,0.0
24208,F,135000.0,Working,Higher education,Single / not married,House / apartment,-9100,-1133,1,0,0,0,Managers,-35.0,1,1.0
24209,F,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21833,0,1,0,0,0,,-52.0,1,0.0
24210,M,202500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-9343,-1457,1,0,0,0,Waiters/barmen staff,-2.0,2,1.0
24211,F,180000.0,State servant,Secondary / secondary special,Married,House / apartment,-14574,-964,1,0,1,1,Medicine staff,-24.0,1,1.0
24212,F,180000.0,Commercial associate,Higher education,Married,House / apartment,-19614,-2878,1,0,0,0,Managers,-27.0,1,2.0
24213,M,168750.0,Working,Secondary / secondary special,Married,House / apartment,-16031,-1797,1,0,0,0,Laborers,-4.0,2,2.0
24214,F,180000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-23059,0,1,0,0,0,,-26.0,1,1.0
24215,M,180000.0,Working,Secondary / secondary special,Married,House / apartment,-17075,-2942,1,0,0,0,Laborers,-48.0,1,2.0
24216,F,202500.0,Working,Higher education,Married,House / apartment,-18579,-2011,1,1,0,0,,-54.0,2,2.0
24217,M,180000.0,Working,Lower secondary,Single / not married,House / apartment,-14663,-1188,1,0,0,0,Drivers,-10.0,1,2.0
24218,F,112500.0,Working,Secondary / secondary special,Married,House / apartment,-15244,-2998,1,0,0,0,Cooking staff,-37.0,1,1.0
24219,F,99000.0,Commercial associate,Higher education,Married,House / apartment,-12752,-433,1,0,1,0,Accountants,-29.0,1,2.0
24220,M,562500.0,Working,Incomplete higher,Married,House / apartment,-13790,-5639,1,1,1,0,,-29.0,1,0.0
24221,F,90000.0,Pensioner,Higher education,Married,House / apartment,-21340,0,1,0,0,0,,-29.0,1,2.0
24222,F,315000.0,State servant,Secondary / secondary special,Married,House / apartment,-12348,-1220,1,0,0,0,Managers,-8.0,2,1.0
24223,F,157500.0,Working,Higher education,Married,With parents,-10845,-521,1,0,0,1,High skill tech staff,-21.0,2,2.0
24224,M,162000.0,Working,Secondary / secondary special,Married,House / apartment,-19340,-4089,1,1,0,1,Security staff,-24.0,1,2.0
24225,F,126000.0,Pensioner,Higher education,Married,House / apartment,-21892,0,1,0,0,0,,-23.0,1,1.0
24226,F,135000.0,Working,Secondary / secondary special,Married,House / apartment,-14926,-789,1,0,0,0,Cooking staff,-15.0,2,2.0
24227,F,157500.0,Working,Secondary / secondary special,Married,House / apartment,-20976,-1776,1,0,0,0,Laborers,-53.0,1,1.0
24228,M,99000.0,Working,Higher education,Married,With parents,-10417,-436,1,0,0,0,,-58.0,1,1.0
24229,M,139500.0,Working,Secondary / secondary special,Married,House / apartment,-14355,-5557,1,1,0,0,Laborers,-2.0,2,1.0
24230,F,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15355,-4403,1,0,0,0,Sales staff,-1.0,2,1.0
24231,M,148500.0,State servant,Secondary / secondary special,Married,House / apartment,-10325,-3026,1,1,0,0,,-27.0,1,1.0
24232,M,315000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-14064,-5326,1,0,0,0,Drivers,-32.0,2,2.0
24233,F,360000.0,Working,Higher education,Married,House / apartment,-17763,-2493,1,0,1,0,,-13.0,2,2.0
24234,F,360000.0,Working,Higher education,Married,House / apartment,-17763,-2493,1,0,1,0,,-11.0,2,2.0
24235,M,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-14400,0,1,0,1,0,,-24.0,1,0.0
24236,M,450000.0,Working,Higher education,Married,Office apartment,-18476,-2625,1,0,0,0,Managers,-21.0,2,0.0
24237,F,540000.0,Commercial associate,Higher education,Separated,House / apartment,-19347,-104,1,0,1,1,,-4.0,2,2.0
24238,F,180000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-23006,0,1,0,1,0,,-11.0,1,2.0
24239,F,90000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-14209,-7249,1,1,0,0,,-39.0,0,2.0
24240,M,198000.0,Pensioner,Higher education,Married,House / apartment,-24662,0,1,0,0,0,,-11.0,1,1.0
24241,F,207000.0,Working,Higher education,Married,House / apartment,-16985,-3933,1,0,0,0,,-11.0,1,2.0
24242,F,112500.0,Working,Secondary / secondary special,Widow,House / apartment,-19931,-1313,1,0,0,0,,-42.0,0,2.0
24243,F,54000.0,Working,Secondary / secondary special,Married,House / apartment,-12475,-2057,1,0,0,0,Laborers,-54.0,2,0.0
24244,F,153000.0,Commercial associate,Higher education,Married,House / apartment,-13283,-1324,1,0,0,0,Accountants,-43.0,1,2.0
24245,F,67500.0,Working,Higher education,Married,House / apartment,-14240,-1586,1,0,0,0,Core staff,-39.0,1,2.0
24246,F,135000.0,State servant,Secondary / secondary special,Married,House / apartment,-14439,-6094,1,1,0,0,Core staff,-23.0,2,2.0
24247,M,270000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-14774,-1073,1,0,0,0,Laborers,-26.0,1,2.0
24248,F,328500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-12691,-2000,1,0,0,0,Realty agents,-10.0,1,0.0
24249,F,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-16497,-430,1,0,0,0,,-17.0,1,2.0
24250,F,112500.0,Commercial associate,Higher education,Civil marriage,House / apartment,-10551,-3000,1,0,0,1,Core staff,-15.0,2,2.0
24251,M,616500.0,Commercial associate,Higher education,Married,House / apartment,-13242,-4239,1,0,0,0,Managers,-37.0,1,2.0
24252,M,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22240,0,1,0,0,0,,-55.0,2,1.0
24253,M,112500.0,Working,Secondary / secondary special,Married,House / apartment,-11133,-1991,1,1,1,0,Laborers,-56.0,2,2.0
24254,M,157500.0,Working,Higher education,Married,With parents,-11091,-846,1,0,0,0,Accountants,-7.0,2,1.0
24255,F,112500.0,Working,Secondary / secondary special,Married,House / apartment,-9811,-864,1,0,0,0,Core staff,-26.0,1,2.0
24256,M,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-19307,-603,1,1,1,0,Laborers,-9.0,2,2.0
24257,F,180000.0,State servant,Secondary / secondary special,Single / not married,House / apartment,-13467,-3850,1,0,1,0,Medicine staff,-17.0,1,0.0
24258,M,337500.0,Working,Secondary / secondary special,Married,House / apartment,-18562,-1220,1,1,0,0,Laborers,-7.0,1,2.0
24259,M,180000.0,Commercial associate,Higher education,Married,House / apartment,-10680,-1527,1,0,1,0,Cooking staff,-23.0,0,0.0
24260,F,157500.0,State servant,Higher education,Married,House / apartment,-15145,-3654,1,0,1,0,Managers,-44.0,1,2.0
24261,F,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20838,0,1,0,0,0,,-17.0,2,2.0
24262,F,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-14279,-2939,1,0,0,0,Sales staff,-45.0,1,2.0
24263,F,45000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13378,-1009,1,1,0,0,Managers,-23.0,1,2.0
24264,M,225000.0,Working,Secondary / secondary special,Married,House / apartment,-18684,-2423,1,0,0,1,Drivers,-17.0,1,2.0
24265,M,171000.0,Working,Secondary / secondary special,Married,House / apartment,-13344,-1230,1,0,0,0,Core staff,-21.0,2,2.0
24266,F,135000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-23929,0,1,0,1,0,,-60.0,1,2.0
24267,F,202500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-21126,0,1,0,0,0,,-38.0,1,2.0
24268,F,135000.0,State servant,Higher education,Married,House / apartment,-12444,-2752,1,0,0,0,,-10.0,1,2.0
24269,M,103500.0,Working,Secondary / secondary special,Separated,House / apartment,-19632,-2208,1,1,0,0,Drivers,-41.0,1,2.0
24270,M,135000.0,Working,Higher education,Married,House / apartment,-20222,-218,1,0,0,0,Laborers,-46.0,1,1.0
24271,F,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13255,-2058,1,0,0,0,,-16.0,1,2.0
24272,F,288000.0,Commercial associate,Secondary / secondary special,Widow,House / apartment,-16181,-117,1,0,1,1,Private service staff,-7.0,1,2.0
24273,M,225000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22231,0,1,0,0,0,,-6.0,2,2.0
24274,F,94500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22140,0,1,0,0,0,,-45.0,1,2.0
24275,F,391500.0,Working,Secondary / secondary special,Married,House / apartment,-16995,-7264,1,0,0,0,Core staff,-39.0,2,2.0
24276,F,67500.0,Working,Secondary / secondary special,Married,House / apartment,-19368,-1252,1,1,0,0,,-8.0,0,2.0
24277,M,193500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-9540,-1143,1,1,0,0,,-22.0,2,2.0
24278,F,225000.0,State servant,Higher education,Married,House / apartment,-17706,-2293,1,0,0,0,Core staff,-16.0,0,2.0
24279,F,76500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-25140,0,1,0,0,0,,-49.0,1,0.0
24280,F,90000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-22731,0,1,0,0,0,,-38.0,1,2.0
24281,F,180000.0,Working,Higher education,Married,Municipal apartment,-17918,-2005,1,0,0,0,,-27.0,1,2.0
24282,F,157500.0,Working,Secondary / secondary special,Married,House / apartment,-20976,-1776,1,0,0,0,Laborers,-23.0,1,1.0
24283,M,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-24247,-377,1,0,1,0,Security staff,-2.0,2,1.0
24284,M,202500.0,Working,Secondary / secondary special,Married,House / apartment,-15556,-2331,1,0,1,0,Drivers,-7.0,2,2.0
24285,M,270000.0,Commercial associate,Higher education,Married,House / apartment,-15988,-990,1,0,0,0,,-8.0,2,2.0
24286,F,112500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-15839,-1381,1,0,1,0,High skill tech staff,-29.0,1,1.0
24287,F,189000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-13788,-351,1,0,1,0,,-10.0,1,1.0
24288,F,99000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22657,0,1,0,1,0,,-59.0,1,1.0
24289,M,184500.0,State servant,Higher education,Married,House / apartment,-13916,-169,1,0,0,0,Managers,-52.0,2,2.0
24290,F,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-23734,-6067,1,0,0,0,Managers,-36.0,0,2.0
24291,F,247500.0,Commercial associate,Higher education,Single / not married,House / apartment,-14709,-1772,1,0,0,0,,-59.0,1,2.0
24292,M,157500.0,Working,Higher education,Married,House / apartment,-15602,-611,1,0,0,0,,-39.0,1,2.0
24293,F,76500.0,Working,Secondary / secondary special,Married,House / apartment,-10080,-735,1,1,0,0,Sales staff,-8.0,0,2.0
24294,F,315000.0,Working,Secondary / secondary special,Married,House / apartment,-16359,-4342,1,0,1,0,Core staff,-41.0,1,2.0
24295,M,675000.0,Commercial associate,Higher education,Married,House / apartment,-18196,-2472,1,1,0,0,Managers,-45.0,2,2.0
24296,F,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-12478,-3569,1,0,0,0,Managers,-32.0,1,2.0
24297,M,270000.0,Working,Lower secondary,Separated,House / apartment,-19164,-3825,1,1,0,0,Laborers,-48.0,2,1.0
24298,F,112500.0,State servant,Secondary / secondary special,Single / not married,House / apartment,-20577,-13010,1,1,0,0,Core staff,-45.0,1,2.0
24299,F,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-19121,-735,1,0,0,0,Sales staff,-9.0,0,2.0
24300,F,202500.0,State servant,Higher education,Married,House / apartment,-21246,-12163,1,0,0,0,Core staff,-11.0,1,2.0
24301,F,135000.0,Working,Lower secondary,Married,House / apartment,-16413,-622,1,0,1,0,High skill tech staff,-25.0,2,0.0
24302,M,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21113,0,1,0,0,0,,-26.0,1,2.0
24303,M,76500.0,Working,Higher education,Married,House / apartment,-19862,-2295,1,1,1,0,Laborers,-16.0,1,2.0
24304,F,135000.0,State servant,Higher education,Married,House / apartment,-9454,-1022,1,1,0,0,Managers,-22.0,0,2.0
24305,M,225000.0,Working,Secondary / secondary special,Married,House / apartment,-15210,-4707,1,0,0,1,Security staff,-39.0,2,2.0
24306,F,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15941,-5830,1,0,0,0,Managers,-38.0,1,2.0
24307,F,148500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-19276,0,1,0,0,0,,-8.0,1,0.0
24308,F,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-18920,-1539,1,0,0,0,High skill tech staff,-22.0,1,0.0
24309,F,166500.0,Commercial associate,Higher education,Married,House / apartment,-9193,-804,1,0,0,0,Sales staff,-15.0,1,2.0
24310,F,157500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-21497,0,1,0,0,0,,-56.0,1,2.0
24311,M,180000.0,Working,Secondary / secondary special,Married,House / apartment,-13643,-4663,1,0,1,0,Laborers,-16.0,0,2.0
24312,M,157500.0,Working,Higher education,Single / not married,House / apartment,-9234,-1193,1,0,0,0,Core staff,-33.0,0,2.0
24313,F,135000.0,Working,Secondary / secondary special,Married,House / apartment,-20493,-7624,1,1,1,0,Managers,-3.0,1,1.0
24314,M,202500.0,Working,Secondary / secondary special,Married,House / apartment,-15904,-3787,1,0,0,0,Laborers,-26.0,1,2.0
24315,F,225000.0,Commercial associate,Higher education,Single / not married,House / apartment,-13941,-2988,1,0,1,0,Accountants,-32.0,1,1.0
24316,F,90000.0,Pensioner,Incomplete higher,Separated,House / apartment,-24129,0,1,0,0,0,,-49.0,1,2.0
24317,M,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-18103,-3840,1,0,0,0,Laborers,-14.0,2,2.0
24318,F,76500.0,Working,Secondary / secondary special,Married,House / apartment,-17401,-1346,1,1,0,0,,-2.0,0,1.0
24319,M,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-10686,-3457,1,0,0,0,Laborers,-27.0,1,2.0
24320,F,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15123,-2873,1,0,1,0,Sales staff,-26.0,1,1.0
24321,F,135000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-21870,0,1,0,0,0,,-18.0,0,1.0
24322,F,315000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-21012,0,1,0,0,0,,-27.0,2,2.0
